"outlier","date","value","perceel","band","sd","nr_beelden"
0,2017.22950819672,"mut_high",877724,1,1.5,9
0,2017.35792349727,"mut_high",877724,1,1.5,9
0,2017.27049180328,"mut_high",877724,1,1.5,9
0,2017.38797814208,"mut_high",877724,1,1.5,9
0,2017.22131147541,"mut_high",877724,1,1.5,9
0,2017.24590163934,"mut_high",877724,1,1.5,9
1,2017.51912568306,"mut_high",877724,1,1.5,9
0,2017.59836065574,"mut_high",877724,1,1.5,9
0,2017.67486338798,"mut_high",877724,1,1.5,9
0,2017.22950819672,"mut_low",877724,1,1.5,9
1,2017.35792349727,"mut_low",877724,1,1.5,9
0,2017.27049180328,"mut_low",877724,1,1.5,9
0,2017.38797814208,"mut_low",877724,1,1.5,9
0,2017.22131147541,"mut_low",877724,1,1.5,9
0,2017.24590163934,"mut_low",877724,1,1.5,9
0,2017.51912568306,"mut_low",877724,1,1.5,9
0,2017.59836065574,"mut_low",877724,1,1.5,9
0,2017.67486338798,"mut_low",877724,1,1.5,9
0,2017.22950819672,"difmax",877724,1,1.5,9
0,2017.35792349727,"difmax",877724,1,1.5,9
0,2017.27049180328,"difmax",877724,1,1.5,9
0,2017.38797814208,"difmax",877724,1,1.5,9
0,2017.22131147541,"difmax",877724,1,1.5,9
0,2017.24590163934,"difmax",877724,1,1.5,9
0,2017.51912568306,"difmax",877724,1,1.5,9
0,2017.59836065574,"difmax",877724,1,1.5,9
1,2017.67486338798,"difmax",877724,1,1.5,9
0,2017.22950819672,"difmin",877724,1,1.5,9
1,2017.35792349727,"difmin",877724,1,1.5,9
0,2017.27049180328,"difmin",877724,1,1.5,9
0,2017.38797814208,"difmin",877724,1,1.5,9
0,2017.22131147541,"difmin",877724,1,1.5,9
0,2017.24590163934,"difmin",877724,1,1.5,9
0,2017.51912568306,"difmin",877724,1,1.5,9
0,2017.59836065574,"difmin",877724,1,1.5,9
0,2017.67486338798,"difmin",877724,1,1.5,9
0,2017.22950819672,"max90",877724,1,1.5,9
0,2017.35792349727,"max90",877724,1,1.5,9
0,2017.27049180328,"max90",877724,1,1.5,9
0,2017.38797814208,"max90",877724,1,1.5,9
0,2017.22131147541,"max90",877724,1,1.5,9
0,2017.24590163934,"max90",877724,1,1.5,9
0,2017.51912568306,"max90",877724,1,1.5,9
0,2017.59836065574,"max90",877724,1,1.5,9
0,2017.67486338798,"max90",877724,1,1.5,9
0,2017.22950819672,"min10",877724,1,1.5,9
1,2017.35792349727,"min10",877724,1,1.5,9
0,2017.27049180328,"min10",877724,1,1.5,9
0,2017.38797814208,"min10",877724,1,1.5,9
0,2017.22131147541,"min10",877724,1,1.5,9
0,2017.24590163934,"min10",877724,1,1.5,9
0,2017.51912568306,"min10",877724,1,1.5,9
0,2017.59836065574,"min10",877724,1,1.5,9
0,2017.67486338798,"min10",877724,1,1.5,9
0,2017.22950819672,"mut_high",877724,1,2,9
0,2017.35792349727,"mut_high",877724,1,2,9
0,2017.27049180328,"mut_high",877724,1,2,9
0,2017.38797814208,"mut_high",877724,1,2,9
0,2017.22131147541,"mut_high",877724,1,2,9
0,2017.24590163934,"mut_high",877724,1,2,9
0,2017.51912568306,"mut_high",877724,1,2,9
0,2017.59836065574,"mut_high",877724,1,2,9
0,2017.67486338798,"mut_high",877724,1,2,9
0,2017.22950819672,"mut_low",877724,1,2,9
1,2017.35792349727,"mut_low",877724,1,2,9
0,2017.27049180328,"mut_low",877724,1,2,9
0,2017.38797814208,"mut_low",877724,1,2,9
0,2017.22131147541,"mut_low",877724,1,2,9
0,2017.24590163934,"mut_low",877724,1,2,9
0,2017.51912568306,"mut_low",877724,1,2,9
0,2017.59836065574,"mut_low",877724,1,2,9
0,2017.67486338798,"mut_low",877724,1,2,9
0,2017.22950819672,"difmax",877724,1,2,9
0,2017.35792349727,"difmax",877724,1,2,9
0,2017.27049180328,"difmax",877724,1,2,9
0,2017.38797814208,"difmax",877724,1,2,9
0,2017.22131147541,"difmax",877724,1,2,9
0,2017.24590163934,"difmax",877724,1,2,9
0,2017.51912568306,"difmax",877724,1,2,9
0,2017.59836065574,"difmax",877724,1,2,9
0,2017.67486338798,"difmax",877724,1,2,9
0,2017.22950819672,"difmin",877724,1,2,9
1,2017.35792349727,"difmin",877724,1,2,9
0,2017.27049180328,"difmin",877724,1,2,9
0,2017.38797814208,"difmin",877724,1,2,9
0,2017.22131147541,"difmin",877724,1,2,9
0,2017.24590163934,"difmin",877724,1,2,9
0,2017.51912568306,"difmin",877724,1,2,9
0,2017.59836065574,"difmin",877724,1,2,9
0,2017.67486338798,"difmin",877724,1,2,9
0,2017.22950819672,"max90",877724,1,2,9
0,2017.35792349727,"max90",877724,1,2,9
0,2017.27049180328,"max90",877724,1,2,9
0,2017.38797814208,"max90",877724,1,2,9
0,2017.22131147541,"max90",877724,1,2,9
0,2017.24590163934,"max90",877724,1,2,9
0,2017.51912568306,"max90",877724,1,2,9
0,2017.59836065574,"max90",877724,1,2,9
0,2017.67486338798,"max90",877724,1,2,9
0,2017.22950819672,"min10",877724,1,2,9
0,2017.35792349727,"min10",877724,1,2,9
0,2017.27049180328,"min10",877724,1,2,9
0,2017.38797814208,"min10",877724,1,2,9
0,2017.22131147541,"min10",877724,1,2,9
0,2017.24590163934,"min10",877724,1,2,9
0,2017.51912568306,"min10",877724,1,2,9
0,2017.59836065574,"min10",877724,1,2,9
0,2017.67486338798,"min10",877724,1,2,9
0,2017.22950819672,"mut_high",877724,1,2.5,9
