"objectid","beeld","band","npixels","mean","sd","median","max","min","q05","q10","q90","q95"
"877724","re1x_l3ax_2017084_1115_0000000_tct","1","34","13067.4411764706","111.532082944087","13045","13301","12878","12922.85","12937.6","13226.9","13262.35"
"877724","re1x_l3ax_2017084_1115_0000000_tct","2","34","11372.7647058824","126.906326423368","11382","11574","11150","11173.3","11194.3","11522.2","11533.05"
"877724","re1x_l3ax_2017084_1115_0000000_tct","3","34","10029.4705882353","32.3814717824099","10030","10080","9967","9980.25","9988.3","10070","10075.35"
"876304","re1x_l3ax_2017084_1115_0000000_tct","1","128","12834.609375","113.310960501114","12839","13133","12429","12675.75","12689","12985.5","13017.65"
"876304","re1x_l3ax_2017084_1115_0000000_tct","2","128","11432.71875","175.458945441471","11420.5","11914","11020","11187.4","11232.9","11658","11755"
"876304","re1x_l3ax_2017084_1115_0000000_tct","3","128","10074.3203125","58.0577954770038","10079","10213","9924","9969.35","10002.7","10147.6","10163.25"
"876228","re1x_l3ax_2017084_1115_0000000_tct","1","26","12662.8461538462","260.948070283372","12617.5","13162","12313","12359.5","12386.5","13080.5","13134.75"
"876228","re1x_l3ax_2017084_1115_0000000_tct","2","26","10732.2307692308","213.63844367385","10706.5","11102","10422","10467.25","10478","11006.5","11069"
"876228","re1x_l3ax_2017084_1115_0000000_tct","3","26","10233.4615384615","84.8114288379724","10251","10348","10082","10090.75","10111.5","10323.5","10326.75"
"877724","re1x_l3ax_2017131_1102_0000000_tct","1","34","13648.6176470588","70.8019066281035","13649.5","13773","13448","13513","13587.7","13739.2","13750.2"
"877724","re1x_l3ax_2017131_1102_0000000_tct","2","34","12443.3235294118","173.099852176509","12445","12735","12169","12215.95","12230.3","12672.2","12715.8"
"877724","re1x_l3ax_2017131_1102_0000000_tct","3","34","9816.94117647059","44.2355548594735","9817.5","9879","9729","9747.45","9756","9866.7","9875.7"
"876304","re1x_l3ax_2017131_1102_0000000_tct","1","128","13426.921875","131.835832616975","13456","13631","13006","13200.25","13248.2","13578.6","13601.3"
"876304","re1x_l3ax_2017131_1102_0000000_tct","2","128","12012.4453125","196.943687086858","12016.5","12314","11435","11663.8","11741.5","12265.9","12285.3"
"876304","re1x_l3ax_2017131_1102_0000000_tct","3","128","9971.5859375","72.6254036099482","9972","10184","9860","9868.7","9875.7","10060","10084.3"
"876228","re1x_l3ax_2017131_1102_0000000_tct","1","26","13164.1538461538","291.136626662836","13182","13698","12600","12701","12796","13512","13631"
"876228","re1x_l3ax_2017131_1102_0000000_tct","2","26","10657.6538461538","108.407358535366","10637.5","10901","10467","10508.75","10540.5","10822.5","10850"
"876228","re1x_l3ax_2017131_1102_0000000_tct","3","26","10399.1153846154","57.4549053941102","10406.5","10529","10301","10308.25","10318","10456.5","10477.75"
"876304","re1x_l3ax_2017241_1115_0000000_tct","1","132","13385.1287878788","192.614054852609","13405","13665","12838","13032.05","13099.9","13597.6","13625"
"876304","re1x_l3ax_2017241_1115_0000000_tct","2","132","11747.0681818182","141.957051519318","11775","11977","11364","11495.85","11530.5","11914.7","11937.45"
"876304","re1x_l3ax_2017241_1115_0000000_tct","3","132","9968.49242424242","68.3044929632281","9956.5","10171","9867","9882","9886.1","10067.9","10088.85"
"876304","re2x_l3ax_2017090_1124_0000000_tct","1","128","13247.53125","135.588361374262","13245.5","13554","12724","13029.8","13067.1","13396.3","13426"
"876304","re2x_l3ax_2017090_1124_0000000_tct","2","128","11406.2421875","195.724929352345","11388","11782","10929","11105.7","11157.5","11666.6","11698.6"
"876304","re2x_l3ax_2017090_1124_0000000_tct","3","128","9939.5546875","86.3097159331932","9947.5","10205","9751","9812.75","9828.5","10042.3","10062.65"
"876228","re2x_l3ax_2017090_1124_0000000_tct","1","26","12996.1538461538","192.300950035655","12965","13441","12710","12741.25","12792.5","13278.5","13325.25"
"876228","re2x_l3ax_2017090_1124_0000000_tct","2","26","10597.5","163.512262537095","10553.5","10911","10343","10395","10404.5","10840.5","10864.25"
"876228","re2x_l3ax_2017090_1124_0000000_tct","3","26","10345.7692307692","98.2333172369976","10356","10531","10206","10210.75","10219","10454","10498.5"
"877724","re2x_l3ax_2017099_1113_0000000_tct","1","34","13437.1764705882","108.064646922287","13405","13621","13257","13283.9","13330.8","13603.7","13612.45"
"877724","re2x_l3ax_2017099_1113_0000000_tct","2","34","11541.0588235294","168.368452593938","11502.5","11843","11286","11309.65","11328.7","11775.2","11786.35"
"877724","re2x_l3ax_2017099_1113_0000000_tct","3","34","10015.9411764706","57.9262546725762","10019","10098","9913","9934.4","9941","10083","10088.55"
"876304","re2x_l3ax_2017099_1113_0000000_tct","1","128","13475.5625","179.461124691646","13502","13774","12761","13180.25","13237.1","13667.5","13704.45"
"876304","re2x_l3ax_2017099_1113_0000000_tct","2","128","11551.4375","239.954679119821","11539","11954","10848","11216.3","11259.8","11845.5","11901.95"
"876304","re2x_l3ax_2017099_1113_0000000_tct","3","128","9980.28125","88.1714451518034","9979.5","10248","9813","9847.4","9868.7","10089.5","10115.55"
"876228","re2x_l3ax_2017099_1113_0000000_tct","1","26","12947.6153846154","259.516639454672","12930","13468","12487","12526.5","12633","13313.5","13344"
"876228","re2x_l3ax_2017099_1113_0000000_tct","2","26","10611.4230769231","210.524710773234","10558.5","10971","10293","10359","10373","10926","10940.5"
"876228","re2x_l3ax_2017099_1113_0000000_tct","3","26","10353.7692307692","92.6564871737787","10375","10503","10209","10215","10220.5","10468.5","10484.25"
