"objectid","beeld","band","npixels","mean","sd","median","max","min","q05","q10","q90","q95"
"1590448","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","1","80","15074.725","341.385115134569","15138","15598","13861","14399.75","14598.6","15457.8","15496"
"1590448","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","2","80","12034.7","180.366041318092","12094","12296","11467","11695.8","11728.4","12223.2","12249.8"
"1590448","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","3","80","9341.5","281.769903433657","9248.5","10154","8929","8999.1","9052.5","9778","9938.15"
"1590448","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","1","82","14209.5487804878","237.658441104296","14248.5","14618","13277","13833.7","13939.9","14450.8","14482.4"
"1590448","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","2","82","12089.4756097561","496.208544012352","12305","12577","10639","10892.95","11289.2","12469.7","12504"
"1590448","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","3","82","9754","270.703017081063","9643","10629","9482","9528.25","9547.2","10201.9","10370"
"1590448","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","1","82","18343.3414634146","1424.02601949033","17552.5","21143","17025","17056.2","17082.6","20614.6","20788.8"
"1590448","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","2","82","11972.5","76.0791092495011","11956","12126","11786","11863.05","11892","12086.5","12099.8"
"1590448","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","3","82","5657.75609756098","859.263502621675","6100","6480","3967","4169.1","4277.9","6435.8","6455.6"
"1590448","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","1","82","15986.012195122","926.576221191006","15478.5","18362","15217","15311.85","15354","17717.5","18016.6"
"1590448","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","2","82","12653.7317073171","234.552952708359","12738.5","12952","11875","12068.3","12279.1","12833.5","12850.85"
"1590448","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","3","82","11496.9024390244","488.224007728392","11237","12635","11066","11090.05","11097.1","12326.9","12520.15"
"1590448","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","1","80","17566.8625","1927.76104632823","17334.5","22727","14747","15060.85","15408.9","20536.1","21310.25"
"1590448","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","2","80","13081.9","448.323843169678","12961.5","14125","12026","12440.6","12668.4","13714.8","14036.15"
"1590448","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","3","80","10878.775","1063.97832345627","10729","13342","9102","9472.15","9630.3","12332","12771"
"1590448","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","1","82","14893.7073170732","179.196181052566","14898","15308","14487","14607.45","14645.2","15083","15169.85"
"1590448","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","2","82","12171.0487804878","194.502524813917","12213.5","12518","11609","11774.9","11872.9","12374.4","12401.95"
"1590448","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","3","82","9781.60975609756","73.440621197775","9771","10007","9649","9671.4","9689.6","9891.9","9912.4"
"1590448","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","1","82","15571.1829268293","616.023971957176","15592.5","16895","14115","14498.15","14604.4","16439.1","16650.65"
"1590448","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","2","82","12937.8170731707","262.616423472995","12880","13661","12453","12599","12660.6","13317.9","13441.7"
"1590448","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","3","82","9303.09756097561","211.607463855625","9323.5","9688","8716","8911.45","9016.5","9547","9576.9"
"1590448","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","1","81","14028.987654321","91.2082087625835","14032","14319","13798","13882","13917","14139","14188"
"1590448","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","2","81","13386.4814814815","384.928958091981","13241","14789","12849","13064","13098","13864","14261"
"1590448","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","3","81","9792.59259259259","194.352178903259","9861","10106","9099","9370","9562","9947","9974"
"1590448","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","1","82","14042.1341463415","79.228028803118","14036","14267","13877","13925","13954","14145.8","14199.55"
"1590448","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","2","82","13578.3048780488","295.878423857344","13668","14002","12755","12969.15","13153","13900.2","13950.2"
"1590448","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","3","82","9615.41463414634","149.156885772402","9572.5","10037","9380","9448.55","9472.1","9846.6","9937.85"
"1590448","lc8x_l1tp_2015192_0632_2017097_xxxx_tct","1","80","20231.1","3064.22370287579","21921","23164","13938","14358.25","14665","22784.1","22914"
"1590448","lc8x_l1tp_2015192_0632_2017097_xxxx_tct","2","80","10892.075","258.091475050361","10847","11612","10429","10511.95","10615.2","11246.4","11364.65"
"1590448","lc8x_l1tp_2015192_0632_2017097_xxxx_tct","3","80","13822.5625","1621.08544542253","14596.5","15552","11131","11215.6","11361.9","15412.1","15481.8"
"1590448","lc8x_l1tp_2015199_2352_2017096_xxxx_tct","1","82","16536.9390243902","1118.58281533134","16235.5","20953","15049","15346.15","15415.3","18160.1","19080.4"
"1590448","lc8x_l1tp_2015199_2352_2017096_xxxx_tct","2","82","13785.9146341463","701.606079925293","14020","14688","11988","12328.7","12830.2","14492","14573.7"
"1590448","lc8x_l1tp_2015199_2352_2017096_xxxx_tct","3","82","9380.91463414634","320.906132239825","9276.5","10103","8943","9014.15","9055.7","9883.5","9987.2"
"1590448","lc8x_l1tp_2015215_1042_2017096_xxxx_tct","1","82","14111.9268292683","610.525310756051","13809.5","15331","13407","13431.7","13547.2","15116.8","15242.05"
"1590448","lc8x_l1tp_2015215_1042_2017096_xxxx_tct","2","82","13073.2926829268","324.071074653819","13049.5","14175","12565","12657.35","12720.8","13416","13691.85"
"1590448","lc8x_l1tp_2015215_1042_2017096_xxxx_tct","3","82","9863.78048780488","118.851917864231","9892.5","10065","9613","9661.05","9669.8","10005.4","10031"
"1590448","lc8x_l1tp_2015224_0543_2017096_xxxx_tct","1","81","17573.1481481481","72.4498293840488","17573","17736","17397","17457","17475","17665","17680"
"1590448","lc8x_l1tp_2015224_0543_2017096_xxxx_tct","2","81","15098.8148148148","57.8145983102692","15097","15198","14957","15007","15023","15170","15181"
"1590448","lc8x_l1tp_2015224_0543_2017096_xxxx_tct","3","81","6014.13580246914","54.793419560751","6026","6132","5924","5932","5938","6088","6098"
"1590448","lc8x_l1tp_2015240_1826_2017095_xxxx_tct","1","81","23953.3703703704","4908.97636082219","22144","32434","17111","17981","18217","30569","31139"
"1590448","lc8x_l1tp_2015240_1826_2017095_xxxx_tct","2","81","14911.3580246914","1500.30489658471","14123","18172","13134","13339","13463","17121","17426"
"1590448","lc8x_l1tp_2015240_1826_2017095_xxxx_tct","3","81","14949.6790123457","2901.47075561327","13962","20248","10851","11556","11658","19017","19384"
"1590448","lc8x_l1tp_2015247_1510_2017094_xxxx_tct","1","82","13550.8170731707","1408.39065084369","12818.5","16966","12028","12217.2","12278.5","15452.4","16393.3"
"1590448","lc8x_l1tp_2015247_1510_2017094_xxxx_tct","2","82","12523.9146341463","940.994866246207","12092","14750","11390","11586.85","11664.7","14143.4","14322.45"
"1590448","lc8x_l1tp_2015247_1510_2017094_xxxx_tct","3","82","10204.5487804878","568.25279438981","10496.5","10847","8900","9048.15","9206.2","10701.7","10724.5"
"1590448","lc8x_l1tp_2015256_0704_2017094_xxxx_tct","1","80","14245.925","124.982001235824","14228","14698","14042","14094.45","14125.6","14398.3","14467.6"
"1590448","lc8x_l1tp_2015256_0704_2017094_xxxx_tct","2","80","12477.225","339.48650632195","12383","13194","12024","12099","12124.5","12982.6","13045.8"
"1590448","lc8x_l1tp_2015256_0704_2017094_xxxx_tct","3","80","10172.725","137.318347211917","10220.5","10348","9846","9928.35","9979.8","10319","10328.2"
"1590448","lc8x_l1tp_2015272_1907_2017093_xxxx_tct","1","79","13634.5443037975","432.988031973774","13440","14481","13164","13208.5","13238.8","14337.6","14381.6"
"1590448","lc8x_l1tp_2015272_1907_2017093_xxxx_tct","2","79","13521.7721518987","280.695927704563","13437","14082","12782","13207.7","13232.6","13932","13999.8"
"1590448","lc8x_l1tp_2015272_1907_2017093_xxxx_tct","3","79","9695.6582278481","155.927981903214","9750","9988","9397","9432.5","9455.8","9857.2","9874.2"
"1590448","lc8x_l1tp_2015304_1813_2017092_xxxx_tct","1","79","14280.2151898734","103.054462933015","14292","14537","14041","14095.9","14127.4","14397.2","14433.9"
"1590448","lc8x_l1tp_2015304_1813_2017092_xxxx_tct","2","79","13288.5189873418","71.4151568986501","13284","13484","13074","13205.1","13222.4","13372.4","13403.7"
"1590448","lc8x_l1tp_2015304_1813_2017092_xxxx_tct","3","79","10001.3670886076","73.3243894106236","10003","10248","9815","9886.2","9914.6","10083.8","10111.2"
"1590448","lc8x_l1tp_2015327_1707_2017091_xxxx_tct","1","81","10838.2716049383","28.5556528316545","10843","10893","10739","10781","10795","10867","10880"
"1590448","lc8x_l1tp_2015327_1707_2017091_xxxx_tct","2","81","14509.962962963","180.840015237533","14532","14845","13873","14195","14313","14712","14749"
"1590448","lc8x_l1tp_2015327_1707_2017091_xxxx_tct","3","81","9580.35802469136","136.197770598675","9566","10158","9339","9392","9435","9733","9790"
"1590448","lc8x_l1tp_2015343_0432_2017091_xxxx_tct","1","82","14354.6585365854","154.400410950022","14360.5","14781","13957","14059.55","14160.2","14532.8","14588.9"
"1590448","lc8x_l1tp_2015343_0432_2017091_xxxx_tct","2","82","11947.0731707317","70.3681290947221","11964","12055","11679","11836.6","11865.3","12019.7","12025.95"
"1590448","lc8x_l1tp_2015343_0432_2017091_xxxx_tct","3","82","9487.32926829268","164.751369343907","9456","10055","9224","9294.1","9305.5","9684.9","9771.45"
"1590448","lc8x_l1tp_2015352_2042_2017090_xxxx_tct","1","79","14545.0126582278","550.441838695455","14458","15664","13698","13795.6","13882.8","15296.6","15459.2"
"1590448","lc8x_l1tp_2015352_2042_2017090_xxxx_tct","2","79","12133.6329113924","61.7532677875492","12135","12293","12018","12033.7","12053.8","12214.8","12232.6"
"1590448","lc8x_l1tp_2015352_2042_2017090_xxxx_tct","3","79","10817.8607594937","113.232089111453","10812","11046","10604","10646.5","10669.8","10962.8","11001.2"
"1590448","lc8x_l1tp_2016042_0238_2017089_xxxx_tct","1","82","18653.8292682927","4102.65858641243","17401.5","26943","13187","13940.9","14190.2","25561.1","25918.5"
"1590448","lc8x_l1tp_2016042_0238_2017089_xxxx_tct","2","82","13329.7317073171","1428.76985031007","12925","16379","11299","11514.7","11619.9","15565.2","15878.9"
"1590448","lc8x_l1tp_2016042_0238_2017089_xxxx_tct","3","82","10645.2195121951","515.052700752889","10548.5","11559","9904","9939.2","10014","11426.8","11464.8"
"1590448","lc8x_l1tp_2016058_1323_2017088_xxxx_tct","1","82","14403.5365853659","279.514534842459","14500","14773","13629","13817.05","13922.8","14659","14702.45"
"1590448","lc8x_l1tp_2016058_1323_2017088_xxxx_tct","2","82","11722.5853658537","136.400187467696","11771.5","11872","11340","11418.25","11492.5","11846.8","11860.55"
"1590448","lc8x_l1tp_2016058_1323_2017088_xxxx_tct","3","82","9412.80487804878","210.395362047201","9356","9981","9173","9200.1","9217.1","9809.5","9874.75"
"1590448","lc8x_l1tp_2016067_0918_2017087_xxxx_tct","1","80","11421.4625","95.0424214079619","11424.5","11848","11199","11252.95","11315.1","11503","11538"
"1590448","lc8x_l1tp_2016067_0918_2017087_xxxx_tct","2","80","11542.5","31.4316618569335","11546.5","11599","11469","11476.95","11499.7","11582","11587.15"
