"objectid","beeld","band","npixels","mean","sd","median","max","min","q05","q10","q90","q95"
"877219","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","1","45","13935.7555555556","393.745485143268","14038","14424","12935","13100.6","13255","14321.4","14377.6"
"877219","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","2","45","11061.8222222222","60.9598559742725","11043","11196","10973","10981","10988.4","11160.4","11163"
"877219","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","3","45","10486.6222222222","89.5169584971801","10463","10705","10352","10371.8","10398.6","10604.2","10680.8"
"877219","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","1","45","14636.1555555556","381.310417302536","14682","15380","13696","13914.2","14083.8","15078.8","15260.4"
"877219","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","2","45","10841.4","177.674293428888","10810","11351","10633","10651.8","10683.2","11110.8","11283.8"
"877219","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","3","45","10187.5555555556","70.8511742237833","10169","10407","10070","10102.4","10114.4","10262.8","10346"
"877219","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","1","45","16417.2666666667","86.0106758701288","16421","16580","16227","16284.2","16299.4","16517.6","16519.8"
"877219","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","2","45","11465.4888888889","38.7184606088516","11460","11579","11389","11412","11429.4","11532.6","11548.4"
"877219","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","3","45","6604.33333333333","60.3719531510513","6595","6760","6504","6530.6","6536.8","6679.4","6703.2"
"877219","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","1","45","23363","260.443677387087","23280","24057","23014","23111.2","23126.6","23800.2","23947.8"
"877219","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","2","45","15952.8888888889","118.496494428819","15919","16191","15776","15798.2","15821.6","16132","16164.2"
"877219","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","3","45","12722.7555555556","76.9285842239871","12721","12920","12567","12605","12621.2","12808.6","12878.6"
"877219","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","1","45","15388.7777777778","1266.47011034767","15458","17583","13136","13266.2","13606.6","16876.4","17023"
"877219","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","2","45","12375.4888888889","472.68486629919","12467","13664","11642","11679.8","11731","12934.4","13049.2"
"877219","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","3","45","10462.1555555556","345.931085856152","10465","11066","9491","9867","9991.8","10851.8","10867.6"
"877219","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","1","45","13159.7333333333","553.855306014125","13092","15594","12448","12691.2","12731.6","13424","13844.8"
"877219","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","2","45","11919.7777777778","378.180746162039","11832","13615","11437","11597.2","11680.4","12172.8","12679"
"877219","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","3","45","10459.2888888889","256.123871151709","10519","10768","9293","10009.4","10352.2","10596.4","10686.2"
"877219","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","1","45","14349.1777777778","192.567141642607","14336","14838","13944","14071.4","14130.2","14616.6","14718.8"
"877219","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","2","45","13020.9111111111","275.638252905228","13057","13630","12353","12457.4","12641.8","13332.6","13434.6"
"877219","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","3","45","9471.68888888889","86.3746654308011","9483","9669","9240","9330.4","9354","9573","9583.6"
"877219","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","1","45","13602.1333333333","144.918880130167","13634","13831","13174","13331","13467.6","13772","13808.8"
"877219","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","2","45","13952.4444444444","233.643819399175","13922","14484","13404","13578.4","13672","14231","14339.4"
"877219","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","3","45","9500.88888888889","136.047488738011","9506","9843","9187","9294.8","9331.8","9613.4","9755.8"
"877219","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","1","45","13827.3333333333","108.08351148323","13832","14080","13539","13645.4","13709.2","13956.4","13974.6"
"877219","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","2","45","13807.8222222222","165.500520308011","13829","14169","13350","13593.4","13620.2","14024.6","14038.4"
"877219","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","3","45","9666.8","80.0765542806042","9651","9908","9503","9554.6","9568.8","9755","9766.8"
"877219","lc8x_l1tp_2015192_0632_2017097_xxxx_tct","1","45","15071.4888888889","306.280591957932","15085","15989","14327","14461.4","14740.2","15438.8","15480.8"
"877219","lc8x_l1tp_2015192_0632_2017097_xxxx_tct","2","45","12401.7111111111","243.694072578922","12458","12718","11608","11945","12015.6","12668.6","12685"
"877219","lc8x_l1tp_2015192_0632_2017097_xxxx_tct","3","45","9448.17777777778","139.99339089739","9449","9814","9226","9266.6","9297.8","9613","9771.2"
"877219","lc8x_l1tp_2015199_2352_2017096_xxxx_tct","1","45","14724.4","920.547006354967","15161","15514","11949","12866.2","13070.2","15352.2","15382.2"
"877219","lc8x_l1tp_2015199_2352_2017096_xxxx_tct","2","45","13089.0666666667","886.094813313913","13541","13877","10734","11302.2","11620.6","13748","13800.8"
"877219","lc8x_l1tp_2015199_2352_2017096_xxxx_tct","3","45","9669.11111111111","444.872209548183","9435","10974","9301","9358","9363","10453.6","10572.6"
"877219","lc8x_l1tp_2015215_1042_2017096_xxxx_tct","1","45","13827.4444444444","110.193539563879","13834","14040","13385","13676.8","13723.4","13949.2","13976.6"
"877219","lc8x_l1tp_2015215_1042_2017096_xxxx_tct","2","45","13951","181.451220592603","13950","14273","13365","13706.8","13766","14187.8","14227"
"877219","lc8x_l1tp_2015215_1042_2017096_xxxx_tct","3","45","9782.93333333333","58.4595431201629","9785","10015","9681","9693.6","9704.2","9834.6","9842.6"
"877219","lc8x_l1tp_2015224_0543_2017096_xxxx_tct","1","45","15627.9111111111","45.0604756371531","15641","15691","15481","15532.2","15558.4","15666","15676"
"877219","lc8x_l1tp_2015224_0543_2017096_xxxx_tct","2","45","13984.9111111111","14.456552811508","13987","14008","13947","13958.8","13965.4","14001","14002.6"
"877219","lc8x_l1tp_2015224_0543_2017096_xxxx_tct","3","45","6993.88888888889","7.22125090593483","6992","7009","6981","6986","6986.4","7005.8","7007"
"877219","lc8x_l1tp_2015240_1826_2017095_xxxx_tct","1","45","14478.7111111111","1629.73186057515","14123","22296","12690","12984.2","13157.8","15809.8","16916.8"
"877219","lc8x_l1tp_2015240_1826_2017095_xxxx_tct","2","45","12449.8","300.669676797403","12323","13657","12071","12117.4","12139.2","12758.4","12828.2"
"877219","lc8x_l1tp_2015240_1826_2017095_xxxx_tct","3","45","10598","658.983169877515","10535","14248","9470","9868.6","10194.2","10933","11113.4"
"877219","lc8x_l1tp_2015247_1510_2017094_xxxx_tct","1","45","26405.0666666667","471.606027797086","26410","28021","25790","25823.8","25865.2","26896.6","27230.8"
"877219","lc8x_l1tp_2015247_1510_2017094_xxxx_tct","2","45","15070.0222222222","47.7724192437858","15068","15194","14973","15001","15022.4","15133.4","15151.6"
