"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1584957","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","1","36","14368.3611111111","347.996892660821","14368","15144","13692","13891.75","13921","14832","14966.5"
"1584957","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","2","36","11706.7777777778","159.519297732927","11737","11914","11122","11427.5","11549","11849","11863"
"1584957","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","3","36","9519.58333333333","254.068761783667","9496.5","10384","9180","9208.5","9225","9792","9972"
"1584957","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","1","36","14067.4722222222","201.676329953448","14067","14404","13172","13897","13934.5","14289.5","14326.25"
"1584957","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","2","36","12149.75","400.085874710489","12251.5","12465","10583","11105.5","12021","12409.5","12433.75"
"1584957","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","3","36","9735.88888888889","294.187770725509","9671.5","11164","9509","9532.75","9550","9803.5","10262"
"1584957","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","1","36","16927.8333333333","66.9735555488668","16924","17067","16814","16817.75","16844","17026.5","17051.25"
"1584957","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","2","36","12019.5555555556","105.19409120952","12048.5","12105","11618","11760.5","11973.5","12093.5","12097.25"
"1584957","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","3","36","6613.02777777778","52.8196316918576","6630.5","6684","6454","6497","6537","6656","6671.5"
"1584957","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","1","36","19815.4722222222","508.994835006694","19664.5","21085","19071","19248.75","19301","20493","20839.25"
"1584957","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","2","36","14164.75","104.47128792161","14124.5","14436","14034","14041.25","14062","14319","14340.75"
"1584957","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","3","36","12256.2777777778","212.312520472078","12229.5","12742","11921","12006","12042.5","12552","12680.75"
"1584957","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","1","36","15699.8888888889","216.217982307244","15660.5","16143","15208","15383","15453","16054","16096"
"1584957","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","2","36","13513.6388888889","818.65025334485","13582.5","14794","10583","11860","13075","14331.5","14537.25"
"1584957","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","3","36","9361.25","349.814267045487","9351.5","10899","8779","8934.25","9023","9603","9781.75"
"1584957","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","1","36","16131.1388888889","1661.20053236512","16121.5","18930","13040","13344.5","13707","18148.5","18481.75"
"1584957","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","2","36","12255.4166666667","366.49844084642","12370.5","12557","11128","11255","11904","12528.5","12540.75"
"1584957","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","3","36","11129.1388888889","286.591411772208","11049","11760","10582","10739.75","10782","11515.5","11595"
"1584957","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","1","36","15222.8333333333","110.649640113029","15218.5","15420","15035","15055.25","15071","15352.5","15406"
"1584957","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","2","36","12683.5555555556","243.051722237345","12744","12885","11617","12209.25","12516","12860.5","12869"
"1584957","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","3","36","9810.44444444445","148.115677658558","9770.5","10559","9703","9706.25","9711","9913.5","9972"
"1584957","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","1","36","14540.7222222222","151.1360051857","14551","14775","14259","14288.75","14311.5","14731","14741.75"
