"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1793705","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","1","102","11428.5392156863","60.4269744318108","11423","11564","11230","11344.1","11375.1","11508.9","11523.9"
"1793705","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","2","102","11154.137254902","31.8007532184556","11150","11222","11036","11109.3","11121.2","11195.7","11200.95"
"1793705","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","3","102","10949.1176470588","52.6204971014236","10957","11155","10843","10872.05","10883.6","11003.9","11024.85"
"1788190","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","1","49","14300.4285714286","575.955040201345","14488","15074","12939","13202","13337.2","14787.4","14936.2"
"1788190","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","2","49","11936.3265306122","305.498048804128","12042","12357","11058","11371.4","11426.4","12208.6","12252.2"
"1788190","lc8x_l1gt_2015080_2217_2017101_xxxx_tct","3","49","9290.65306122449","445.941352226781","9136","10479","8679","8812.6","8897.4","10047","10162.8"
"1793705","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","1","103","14228.3786407767","144.023086146744","14235","14632","13584","14018","14079.6","14394.2","14419.2"
"1793705","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","2","103","12262.4368932039","283.685916833848","12275","12745","11015","11831.8","11957.8","12575.6","12679.2"
"1793705","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","3","103","9639.8932038835","161.581637996629","9618","10446","9389","9419.2","9485.2","9799.6","9897.8"
"1788190","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","1","50","13982.92","323.202207509131","14042","14529","13163","13299.05","13526.6","14335.3","14363.8"
"1788190","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","2","50","12357.72","357.528879381564","12450","12937","11220","11645.2","11842.6","12748.5","12807.65"
"1788190","lc8x_l1tp_2015071_0504_2017102_xxxx_tct","3","50","9673.6","225.689148690704","9635.5","10359","9298","9394.45","9431.4","10001.9","10125.1"
"1793705","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","1","103","16639.9514563107","65.4680551708875","16655","16864","16414","16531.2","16547.6","16700","16711.8"
"1793705","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","2","103","12144.2330097087","92.8714274517802","12160","12322","11862","11949.7","12030.8","12256.6","12285.9"
"1793705","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","3","103","6840.79611650485","56.0635772195546","6852","6898","6514","6754.5","6766.8","6890.8","6894.9"
"1788190","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","1","50","17671.74","88.7421879286698","17685.5","17821","17496","17538.85","17563.4","17789.4","17800.55"
"1788190","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","2","50","12132.16","63.1122614950566","12155","12205","11912","11995.15","12056.3","12188.1","12192.1"
"1788190","lc8x_l1tp_2015103_2354_2017099_xxxx_tct","3","50","6203.64","63.7532744257109","6204","6305","6091","6104.8","6115.8","6288.2","6291.55"
"1793705","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","1","103","18340.2524271845","82.2239551047663","18362","18500","18121","18185.5","18239.4","18424.2","18456"
"1793705","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","2","103","13926.640776699","102.160279143535","13945","14069","13449","13711.5","13808","14009.4","14040.7"
"1793705","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","3","103","11808.0388349515","57.0771617954971","11799","12041","11723","11743","11757.4","11875.2","11929.6"
"1788190","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","1","50","20979.94","116.480603623128","20976","21259","20782","20815.45","20848.2","21134.8","21193.55"
"1788190","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","2","50","14638.94","65.6606644585848","14625","14789","14542","14562.35","14566.9","14747.1","14757.3"
"1788190","lc8x_l1tp_2015119_1344_2017099_xxxx_tct","3","50","12519.6","51.2313679421552","12526.5","12601","12418","12432.95","12446.5","12577.1","12593.05"
"1793705","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","1","102","16253.8235294118","2355.37960788971","15816","23893","12813","13357.75","13837.1","19846","21149.2"
"1793705","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","2","102","13842.1176470588","966.397918311697","13938.5","15101","11071","12364","12614.7","14940.7","15021.85"
"1793705","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","3","102","9845.56862745098","1219.31801673588","9500.5","13411","8610","8660.65","8716.2","11767.4","12327.9"
"1788190","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","1","49","17334.5714285714","2020.02944491741","16507","23676","14819","15507","15633.6","19940.8","21033.8"
"1788190","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","2","49","13746.7959183673","574.24490200871","13576","14709","12732","12963.8","13082.2","14587.4","14637.4"
"1788190","lc8x_l1tp_2015128_0839_2017099_xxxx_tct","3","49","10245.693877551","1278.36984743725","9896","13823","8803","8878.8","8916.2","12151.6","12517.6"
"1793705","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","1","103","15544.0776699029","1250.08595539228","15882","18014","12994","13504.8","13777.4","16967.6","17218"
"1793705","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","2","103","14090.0194174757","628.862698636922","13942","15494","12342","13071.5","13396.6","15027","15205.7"
"1793705","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","3","103","9463.14563106796","456.398806681754","9544","10701","8357","8662.5","8829.2","10051.8","10149.8"
"1788190","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","1","50","22861.1","1473.14258353649","22970.5","24893","19629","20089.8","20686.8","24482.7","24681.35"
"1788190","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","2","50","12819.82","121.305936392584","12862","12989","12485","12610.75","12684.1","12950.2","12966.6"
"1788190","lc8x_l1tp_2015135_0317_2017099_xxxx_tct","3","50","12968.26","652.303729492791","12978","13866","11682","11832.65","12002.8","13766.1","13811.9"
"1793705","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","1","103","16058.2427184466","278.019482531436","16121","16458","15112","15409.2","15656.2","16309.4","16345.1"
"1793705","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","2","103","12919.5533980583","296.741014967312","12963","13330","12076","12217.7","12408","13248.4","13269.4"
"1793705","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","3","103","9908.22330097087","163.314260513392","9878","10421","9653","9726.4","9741","10122.6","10293.2"
"1788190","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","1","50","14595.74","112.401033113126","14587","14817","14328","14401.2","14496","14739.6","14790.85"
"1788190","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","2","50","12440.06","147.491737575571","12484","12645","11945","12179.1","12218","12593.3","12607.1"
"1788190","lc8x_l1tp_2015167_2306_2017097_xxxx_tct","3","50","10072.16","90.6976047655289","10048.5","10308","9921","9950","9971.4","10200.1","10220.05"
"1793705","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","1","102","14464.0784313725","560.005086367893","14248.5","15418","13466","13817.2","13855.9","15238.7","15308.7"
"1793705","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","2","102","13550.6764705882","265.871336476306","13557","14432","12390","13165.95","13286.2","13750","13823.35"
"1793705","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","3","102","9591.47058823529","232.455923891231","9532.5","10856","9108","9348.3","9364.2","9796.6","9939.55"
"1788190","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","1","49","14580.3469387755","246.366051420477","14659","14881","13974","14073","14119","14811.6","14863.6"
"1788190","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","2","49","14726.7551020408","321.147521307851","14857","15101","13882","14057.8","14260.8","15021.6","15031.6"
"1788190","lc8x_l1tp_2015176_1538_2017097_xxxx_tct","3","49","9491.16326530612","199.155335828884","9405","9998","9254","9289.6","9303.6","9772.4","9908.4"
"1793705","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","1","103","14136.5436893204","180.797946842142","14155","14865","13408","13873.7","13940.4","14335","14360.9"
"1793705","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","2","103","12994.2330097087","228.195874061938","12962","13711","12320","12662.5","12745.6","13264","13399.3"
"1793705","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","3","103","9845.29126213592","118.916318498573","9842","10364","9549","9641.7","9685","9956.8","9991.8"
"1788190","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","1","50","14514.22","359.849191201208","14607","15419","13601","13695.9","14030.4","14720.9","14913.85"
"1788190","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","2","50","12222.74","143.152239498617","12183.5","12719","12027","12085.4","12101.2","12408.9","12491.55"
"1788190","lc8x_l1tp_2015183_0501_2017097_xxxx_tct","3","50","10115.4","54.5942360716303","10116","10225","9918","10029.5","10065.6","10177.4","10187.3"
