"objectid","beeld","band","npixels","mean","sd","median","max","min","q05","q10","q90","q95"
1578117,"lc8x_l1tp_2017092_0609_2017104_xxxx_tct",1,242,12114.6983471074,752.783187169602,11713,14191,11277,11420.3,11450.2,13375,13659
1578117,"lc8x_l1tp_2017092_0609_2017104_xxxx_tct",2,242,11707.9173553719,441.39665335122,11532,12931,10931,11215.6,11338.5,12414.8,12622.25
1578117,"lc8x_l1tp_2017092_0609_2017104_xxxx_tct",3,242,10597.8719008264,383.246315976077,10797,11189,9552,9794.2,9958,10893.6,10992.75
1578117,"lc8x_l1tp_2017108_2107_2017121_xxxx_tct",1,242,14693.2272727273,411.83398389455,14827,15240,12969,13825.95,14130.5,15028.9,15073.5
1578117,"lc8x_l1tp_2017108_2107_2017121_xxxx_tct",2,242,13459.4132231405,1289.81094931376,13756,15089,10819,11360.65,11573.1,14915.9,15014.45
1578117,"lc8x_l1tp_2017108_2107_2017121_xxxx_tct",3,242,9581.65702479339,890.46690753513,9432,11018,8409,8495.15,8548.1,10856,10898.4
1578117,"lc8x_l1tp_2017117_1630_2017135_xxxx_tct",1,249,14233.3172690763,554.91806259349,14517,14988,13155,13273.6,13324,14747.6,14803
1578117,"lc8x_l1tp_2017117_1630_2017135_xxxx_tct",2,249,12100.2449799197,904.10705826653,12539,13150,10581,10600,10614.6,12936.2,13001.6
1578117,"lc8x_l1tp_2017117_1630_2017135_xxxx_tct",3,249,10083.5702811245,442.583275470425,9871,10888,9524,9630.8,9667.2,10797.2,10822.8
1578117,"lc8x_l1tp_2017140_2342_2017145_xxxx_tct",1,242,14334.694214876,513.826025144475,14551.5,15080,13228,13391.15,13455.2,14828.6,14880.9
1578117,"lc8x_l1tp_2017140_2342_2017145_xxxx_tct",2,242,12165.6983471074,1099.82316379294,12806.5,13226,10185,10246.05,10268.1,13070,13131.8
1578117,"lc8x_l1tp_2017140_2342_2017145_xxxx_tct",3,242,9865.76859504132,431.787047181097,9616,10667,9386,9466.1,9495.1,10585.8,10601.95
1578117,"lc8x_l1tp_2017149_1952_2017166_xxxx_tct",1,250,14596.548,516.816544878587,14767,15263,13180,13667.45,13724.8,15121.2,15177.95
1578117,"lc8x_l1tp_2017149_1952_2017166_xxxx_tct",2,250,12781.428,1001.51330716758,13301.5,13818,10884,10990.45,11025.7,13686.2,13711.2
1578117,"lc8x_l1tp_2017149_1952_2017166_xxxx_tct",3,250,9743.444,525.438817243898,9473,10715,9174,9243.45,9264,10646,10670.55
1578117,"lc8x_l1tp_2017156_0049_2017167_xxxx_tct",1,242,12792.867768595,931.447643581087,12280.5,15447,11706,12087.7,12127,14276.8,14676.65
1578117,"lc8x_l1tp_2017156_0049_2017167_xxxx_tct",2,242,11622.6900826446,303.624725758805,11636.5,12867,11023,11169,11242.2,12018,12169.8
1578117,"lc8x_l1tp_2017156_0049_2017167_xxxx_tct",3,242,10522.3636363636,246.279839483665,10576,10968,9321,10006.35,10271.7,10732.9,10773.95
1578117,"re1x_l3ax_2017084_1115_0000000_tct",1,8854,12879.5344477073,330.489809145961,12950,13435,11425,11962.95,12667,13130,13185
1578117,"re1x_l3ax_2017084_1115_0000000_tct",2,8854,11765.3602891349,414.506464119383,11850,12664,10134,10581.95,11436.3,12114,12187
1578117,"re1x_l3ax_2017084_1115_0000000_tct",3,8854,9975.90625705896,126.050411435777,9950,10554,9697,9851,9872,10072,10329.05
1578117,"re1x_l3ax_2017131_1102_0000000_tct",1,8854,12865.007454258,540.82942705062,13102,13778,11803,11928,11989,13377,13448
1578117,"re1x_l3ax_2017131_1102_0000000_tct",2,8854,11255.7989609216,675.427661682819,11397,13077,10191,10267,10293,12026,12311.35
1578117,"re1x_l3ax_2017131_1102_0000000_tct",3,8854,10222.5413372487,241.265583349738,10148,10689,9641,9880,9967,10584,10603
1578117,"re2x_l3ax_2017090_1124_0000000_tct",1,8857,13364.2501975838,163.635683171269,13379,13707,12779,13038.8,13183,13557,13605
1578117,"re2x_l3ax_2017090_1124_0000000_tct",2,8857,11017.9364344586,218.433761531205,11021,11460,10222,10449,10843,11268,11313
1578117,"re2x_l3ax_2017090_1124_0000000_tct",3,8857,10321.2582138422,93.6779114377774,10311,10721,10117,10194.8,10217,10425,10551
1578117,"re2x_l3ax_2017099_1113_0000000_tct",1,8854,12989.7239665688,631.992312451037,13352,13843,11589,11926,12000,13517,13559
1578117,"re2x_l3ax_2017099_1113_0000000_tct",2,8854,11449.2350350124,759.407926577423,11791,12458,10047,10254,10294,12175,12235
1578117,"re2x_l3ax_2017099_1113_0000000_tct",3,8854,10084.5887734357,272.409526135373,9946,10627,9738,9818,9838,10505,10523
1578117,"re2x_l3ax_2017142_1115_0000000_tct",1,8855,13343.0949745906,715.276815083739,13717,14278,11933,12070.7,12165,13976,14047
1578117,"re2x_l3ax_2017142_1115_0000000_tct",2,8855,11683.5166572558,828.018980483679,12141,12794,10231,10307,10336,12391.6,12463
1578117,"re2x_l3ax_2017142_1115_0000000_tct",3,8855,9941.64076792772,391.969228121679,9724,10681,9422,9578,9610,10579,10598
1578117,"re3x_l3ax_2017081_1106_0000000_tct",1,8854,13006.382764852,357.88768225632,13077,13549,11453,11956.3,12835,13281,13335
1578117,"re3x_l3ax_2017081_1106_0000000_tct",2,8854,11747.5850463068,403.090450620537,11830,12450,10093,10522.65,11516,12062,12120
