"agg15","agg20","agg25","agg30","cutoff","year","band","variable","nr_beelden","perceel"
2,2,2,1,2.5,2015,1,"difmax",68,877219
0,0,0,0,0.5,2015,1,"difmax",71,1576558
1,1,0,0,1.5,2015,1,"difmax",73,1578117
1,1,0,0,1.5,2015,1,"difmax",73,1584957
2,0,0,0,1,2015,1,"difmax",67,1590448
1,0,0,0,1,2015,1,"difmax",74,1591636
0,0,0,0,0.5,2015,1,"difmax",73,1750897
0,0,0,0,0.5,2015,1,"difmax",75,1787658
0,0,0,0,0.5,2015,1,"difmax",72,1788190
2,1,0,0,1.5,2015,1,"difmax",72,1793705
1,1,0,0,1.5,2015,1,"difmax",72,1800413
