"agg15","agg20","agg25","agg30","cutoff","year","band","variable","nr_beelden","perceel"
1,1,1,1,2.5,2015,3,"mut_low",68,877219
0,0,0,0,0.5,2015,3,"mut_low",71,1576558
2,1,0,0,1.5,2015,3,"mut_low",73,1578117
0,0,0,0,0.5,2015,3,"mut_low",73,1584957
1,1,1,0,2,2015,3,"mut_low",67,1590448
1,1,0,0,1.5,2015,3,"mut_low",74,1591636
0,0,0,0,0.5,2015,3,"mut_low",73,1750897
0,0,0,0,0.5,2015,3,"mut_low",75,1787658
0,0,0,0,0.5,2015,3,"mut_low",72,1788190
2,2,2,1,2.5,2015,3,"mut_low",72,1793705
0,0,0,0,0.5,2015,3,"mut_low",72,1800413
