"agg15","agg20","agg25","agg30","cutoff","year","band","variable","nr_beelden","perceel"
1,1,1,0,2,2015,3,"difmax",68,877219
0,0,0,0,0.5,2015,3,"difmax",71,1576558
1,0,0,0,1,2015,3,"difmax",73,1578117
0,0,0,0,0.5,2015,3,"difmax",73,1584957
0,0,0,0,0.5,2015,3,"difmax",67,1590448
0,0,0,0,0.5,2015,3,"difmax",74,1591636
0,0,0,0,0.5,2015,3,"difmax",73,1750897
0,0,0,0,0.5,2015,3,"difmax",75,1787658
0,0,0,0,0.5,2015,3,"difmax",72,1788190
0,0,0,0,0.5,2015,3,"difmax",72,1793705
3,0,0,0,1,2015,3,"difmax",72,1800413
