"agg15","agg20","agg25","agg30","cutoff","year","band","variable","nr_beelden","perceel"
1,1,0,0,1.5,2017,1,"mut_high",16,865447
0,0,0,0,0.5,2017,1,"mut_high",9,876228
1,1,0,0,1.5,2017,1,"mut_high",9,876229
0,0,0,0,0.5,2017,1,"mut_high",23,876304
0,0,0,0,0.5,2017,1,"mut_high",68,877219
1,0,0,0,1,2017,1,"mut_high",9,877724
2,2,1,0,2,2017,1,"mut_high",21,879606
0,0,0,0,0.5,2017,1,"mut_high",6,879844
2,2,1,0,2,2017,1,"mut_high",71,1576558
0,0,0,0,0.5,2017,1,"mut_high",73,1578117
2,2,2,2,2.5,2017,1,"mut_high",73,1584957
0,0,0,0,0.5,2017,1,"mut_high",67,1590448
1,1,1,1,2.5,2017,1,"mut_high",74,1591636
0,0,0,0,0.5,2017,1,"mut_high",73,1750897
1,1,0,0,1.5,2017,1,"mut_high",75,1787658
1,1,0,0,1.5,2017,1,"mut_high",72,1788190
0,0,0,0,0.5,2017,1,"mut_high",72,1793705
1,0,0,0,1,2017,1,"mut_high",72,1800413
